insensibil	-0.9	1.81384	[2, -3, -2, -1, 2, -3, -2, 1, -1, -2]
insensibilitate	-1.8	0.6	[-2, -2, -1, -3, -2, -2, -1, -2, -1, -2]
nesemnificativ	-1.4	0.8	[-3, -2, -1, -2, -1, -2, 0, -1, -1, -1]
nesincer	-1.8	0.6	[-2, -1, -2, -1, -2, -2, -2, -2, -1, -3]
nesincer	-1.9	0.7	[-2, -1, -2, -2, -1, -3, -2, -3, -1, -2]
nesinceritate	-1.4	1.35647	[-1, -1, -3, -2, -1, 2, -2, -1, -2, -3]
insipid	-2.0	0.7746	[-1, -2, -2, -1, -3, -3, -3, -2, -2, -1]
inspiratie	2.4	0.8	[3, 3, 3, 3, 1, 3, 1, 3, 2, 2]
inspiratie	2.3	0.64031	[2, 3, 2, 3, 2, 3, 2, 3, 1, 2]
inspirationally	2.3	0.64031	[3, 2, 2, 3, 3, 1, 2, 2, 3, 2]
inspiratii	2.1	0.53852	[2, 2, 2, 2, 1, 2, 2, 3, 3, 2]
aspirator	1.9	1.22066	[2, 2, 3, 0, 3, 4, 0, 2, 1, 2]
inspirators	1.2	0.74833	[3, 1, 1, 2, 1, 1, 1, 1, 0, 1]
de inspiratie	1.5	0.67082	[2, 2, 3, 1, 1, 1, 1, 1, 2, 1]
a inspira	2.7	0.78102	[2, 3, 3, 3, 3, 3, 3, 1, 4, 2]
inspirat	2.2	0.87178	[3, 2, 1, 3, 1, 1, 3, 2, 3, 3]
inspiratorului	2.2	1.07703	[3, 2, 2, 4, 0, 2, 3, 1, 3, 2]
inspiratori	2.0	0.63246	[2, 2, 3, 2, 3, 2, 1, 2, 1, 2]
inspira	1.9	1.04403	[2, 2, 2, 4, 0, 2, 3, 1, 1, 2]
inspirator	1.8	1.07703	[2, 2, 2, -1, 2, 3, 2, 2, 1, 3]
inspiringly	2.6	0.4899	[2, 3, 3, 2, 3, 3, 2, 3, 2, 3]
anima	1.9	0.7	[1, 3, 2, 1, 2, 1, 3, 2, 2, 2]
insufletit	1.3	1.18743	[2, 2, 0, 0, 3, 0, 2, 0, 3, 1]
inviorator	1.8	0.4	[1, 2, 1, 2, 2, 2, 2, 2, 2, 2]
inspiritingly	2.1	1.44568	[3, 2, 2, 2, 4, 1, -1, 3, 4, 1]
inspirits	0.8	1.46969	[3, 0, 3, -2, 0, 1, 1, 0, 2, 0]
insulta	-2.3	1.00499	[-2, -1, -2, -3, -4, -1, -3, -1, -3, -3]
insultat	-2.3	0.45826	[-2, -2, -2, -2, -3, -2, -2, -2, -3, -3]
ofensator	-2.0	0.63246	[-2, -1, -2, -2, -1, -3, -3, -2, -2, -2]
insulters	-2.0	0.44721	[-2, -3, -2, -2, -2, -2, -2, -1, -2, -2]
insultator	-2.2	0.74833	[-3, -2, -3, -3, -2, -3, -1, -2, -2, -1]
jignitor	-2.3	0.78102	[-3, -3, -1, -2, -2, -3, -2, -1, -3, -3]
insulte	-1.8	0.6	[-2, -3, -2, -2, -1, -1, -1, -2, -2, -2]
intact	0.8	0.6	[1, 1, 0, 0, 1, 1, 0, 1, 1, 2]
integritate	1.6	0.66332	[2, 1, 1, 1, 2, 1, 3, 1, 2, 2]
intelect	2.0	1.09545	[2, 1, 4, 2, 1, 3, 2, 3, 0, 2]
intelectiei	0.6	1.0198	[0, 0, 0, 1, 0, 0, 0, 0, 2, 3]
intellections	0.8	0.87178	[1, 0, 1, 0, 1, 1, 1, 0, 0, 3]
intellective	1.7	0.78102	[3, 2, 1, 2, 2, 1, 0, 2, 2, 2]
intellectively	0.8	0.9798	[0, 0, 1, 1, 0, 3, 0, 1, 2, 0]
intelecte	1.8	0.87178	[1, 0, 2, 1, 3, 2, 2, 2, 3, 2]
intelectual	2.3	0.9	[3, 3, 1, 2, 3, 4, 2, 2, 1, 2]
intelectualism	2.2	1.07703	[4, 0, 3, 1, 3, 2, 2, 3, 2, 2]
intelectualist	2.0	1.0	[4, 0, 2, 1, 3, 2, 2, 2, 2, 2]
intelectualiste	1.3	1.73494	[1, 4, 0, 3, -2, 0, 2, 3, 0, 2]
intellectualists	0.8	0.74833	[0, 1, 1, 1, 0, 2, 0, 1, 2, 0]
intellectualities	1.7	1.34536	[3, 3, 0, 2, 1, 0, 0, 4, 2, 2]
intelectualitatea	1.7	1.1	[3, 2, 2, 1, 2, 1, 0, 3, 0, 3]
intelectualizare	1.5	1.11803	[2, 1, 2, 1, 4, 2, 0, 0, 2, 1]
intelectualizezi	1.5	0.92195	[1, 2, 1, 1, 3, 2, 3, 0, 1, 1]
intelectualizata	1.2	0.74833	[1, 0, 1, 1, 2, 0, 1, 2, 2, 2]
intellectualizes	1.8	0.87178	[2, 3, 2, 0, 2, 3, 2, 2, 1, 1]
intelectualizare	0.8	1.77764	[0, 1, 2, 1, 0, 2, 2, -4, 2, 2]
intelectual	1.4	0.8	[2, 0, 0, 1, 2, 2, 2, 2, 2, 1]
intellectualness	1.5	0.80623	[2, 2, 2, 2, 0, 0, 1, 2, 2, 2]
intelectuali	1.6	0.8	[0, 1, 2, 1, 3, 2, 1, 2, 2, 2]
inteligenta	2.1	0.9434	[3, 2, 2, 1, 3, 3, 3, 2, 2, 0]
informator	1.5	0.80623	[2, 0, 0, 2, 2, 2, 2, 1, 2, 2]
intelligencers	1.6	0.91652	[2, 2, 0, 2, 2, 0, 3, 2, 2, 1]
inteligentele	1.6	0.91652	[3, 0, 0, 2, 2, 2, 2, 1, 2, 2]
inteligent	2.0	0.7746	[1, 2, 2, 1, 4, 2, 2, 2, 2, 2]
referitor la inteligenta	1.9	0.9434	[3, 2, 2, 1, 3, 2, 2, 3, 0, 1]
inteligent	2.0	0.63246	[2, 3, 2, 3, 1, 2, 2, 1, 2, 2]
intelectualitate	1.5	1.20416	[0, 1, 2, 0, 4, 3, 2, 1, 1, 1]
inteligibilitate	1.5	0.80623	[2, 2, 0, 2, 2, 1, 2, 0, 2, 2]
inteligibil	1.4	0.8	[1, 2, 2, 1, 0, 2, 1, 1, 3, 1]
intelligibleness	1.5	1.20416	[2, 1, 3, -1, 2, 2, 2, 0, 1, 3]
comprehensibil	1.2	0.87178	[1, 2, 1, 2, 1, -1, 2, 2, 1, 1]
intens	0.3	0.45826	[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]
interes	2.0	1.18322	[2, 3, 3, 1, 1, 3, 4, 1, 2, 0]
interesat	1.7	0.45826	[2, 1, 2, 2, 1, 2, 2, 2, 1, 2]
cu interes	1.5	0.67082	[2, 2, 2, 1, 2, 1, 2, 1, 0, 2]
interesant	1.7	0.78102	[1, 2, 1, 3, 1, 1, 1, 3, 2, 2]
Interesant	1.7	0.45826	[2, 2, 2, 1, 2, 1, 1, 2, 2, 2]
interestingness	1.8	0.87178	[2, 3, 1, 3, 1, 3, 2, 1, 1, 1]
interese	1.0	0.89443	[1, 0, 1, 2, 0, 0, 1, 1, 1, 3]
interogat	-1.6	1.0198	[-3, -1, -1, -1, -2, -1, -3, -1, -3, 0]
intrerupe	-1.4	0.4899	[-2, -1, -1, -1, -2, -2, -1, -1, -2, -1]
intrerupt	-1.2	0.6	[-1, -2, -1, 0, -1, -1, -2, -1, -2, -1]
Intrerupator	-1.1	0.53852	[-1, -2, -1, 0, -1, -1, -1, -1, -2, -1]
interrupters	-1.3	0.45826	[-1, -2, -1, -1, -1, -1, -2, -1, -2, -1]
intreruptibil	-1.3	1.00499	[-2, -1, 0, -2, 0, -3, -2, -1, 0, -2]
intrerupe	-1.2	0.4	[-2, -1, -1, -1, -1, -2, -1, -1, -1, -1]
intrerupere	-1.5	0.67082	[-1, -1, -2, -3, -2, -1, -1, -1, -2, -1]
intreruperi	-1.7	0.45826	[-2, -2, -2, -2, -2, -1, -1, -1, -2, -2]
de intrerupere	-1.4	0.66332	[-2, -2, -1, -2, -2, 0, -1, -1, -1, -2]
interruptor	-1.3	0.64031	[-2, -1, -1, -1, 0, -2, -2, -2, -1, -1]
intrerupe	-1.3	0.64031	[-1, -1, -2, -1, -1, -1, -1, -1, -3, -1]
intimida	-0.8	1.46969	[-1, -2, -2, -2, -2, -1, 2, 1, 1, -2]
intimidat	-1.9	0.7	[-2, -1, -3, -3, -1, -2, -2, -1, -2, -2]
intimideaza	-1.3	0.78102	[-2, -1, -1, -1, -3, -2, -1, -1, -1, 0]
intimidant	-1.9	1.04403	[0, -2, -1, -3, -2, -1, -1, -3, -3, -3]
intimidatingly	-1.1	1.64012	[2, -2, -3, -1, -2, -2, 2, -2, -1, -2]
intimidare	-1.8	1.249	[1, -2, -3, -1, -2, -3, -1, -3, -1, -3]
intimidari	-1.4	1.49666	[1, -2, -2, -2, -1, -1, -1, -4, 1, -3]
Intimidator	-1.6	0.4899	[-1, -1, -2, -2, -1, -2, -2, -1, -2, -2]
intimidators	-1.6	0.8	[-1, -1, -3, -2, -1, -1, -3, -1, -2, -1]
intimidant	-1.1	1.22066	[-1, -2, -3, -1, -1, -1, -2, 2, -1, -1]
complicat	0.6	0.66332	[1, 0, 2, 1, 0, 1, 1, 0, 0, 0]
intrigile	0.9	0.9434	[2, -1, 2, 1, 2, 0, 1, 1, 0, 1]
inviora	1.9	0.83066	[2, 2, 2, 0, 2, 3, 3, 2, 1, 2]
revigorati	0.8	1.8868	[-2, 3, 2, 2, -2, -2, 2, 2, 1, 2]
tonifica	2.1	0.53852	[3, 2, 3, 2, 1, 2, 2, 2, 2, 2]
fortifiant	2.1	0.7	[2, 1, 1, 3, 3, 3, 2, 2, 2, 2]
invigoratingly	2.0	0.63246	[2, 2, 1, 2, 1, 3, 2, 2, 2, 3]
fortificare	1.5	1.36015	[2, 2, 1, -2, 1, 3, 3, 2, 1, 2]
invigorations	1.2	0.87178	[1, -1, 2, 2, 1, 1, 2, 1, 2, 1]
fortifiant	1.1	1.3	[3, 1, 0, 2, 2, -2, 1, 1, 2, 1]
invigorators	1.2	0.87178	[1, 1, 1, 1, 3, 2, 0, 0, 1, 2]
de neinvins	2.2	1.77764	[4, 1, 3, 2, 4, 1, 4, -1, 0, 4]
a invita	0.6	0.66332	[2, 1, 1, 0, 0, 0, 0, 1, 1, 0]
imbietor	1.3	0.45826	[1, 1, 1, 2, 1, 2, 2, 1, 1, 1]
invulnerabil	1.3	1.73494	[2, 3, 4, 2, 0, 3, 0, 1, -2, 0]
iritat	-2.9	0.53852	[-3, -3, -3, -2, -3, -4, -3, -3, -2, -3]
ironic	-0.5	1.28452	[1, 0, 0, 0, 0, 0, -4, -1, -1, 0]
ironie	-0.2	1.07703	[-1, 0, -3, 0, 0, 0, 1, 0, 1, 0]
irational	-1.4	0.4899	[-1, -1, -1, -2, -2, -2, -1, -1, -2, -1]
irationalism	-1.5	0.5	[-1, -2, -1, -1, -2, -1, -2, -2, -1, -2]
irationaliste	-2.1	0.9434	[-1, -4, -2, -2, -3, -3, -2, -1, -1, -2]
irrationalists	-1.5	0.92195	[-2, -2, -1, -2, -2, 1, -1, -2, -2, -2]
irationalitati	-1.5	0.80623	[-2, -2, 0, -1, -1, -1, -2, -3, -1, -2]
irationalitate	-1.7	0.9	[-3, -3, -1, -2, -1, -1, -1, -1, -3, -1]
in mod irational	-1.6	0.4899	[-1, -2, -1, -2, -1, -2, -2, -2, -1, -2]
irrationals	-1.1	0.83066	[-2, 0, -1, 0, -1, -1, -3, -1, -1, -1]
irezistibil	1.4	2.2	[2, 3, 2, 3, 4, 4, 1, -1, -2, -2]
nehotarat	-1.4	0.66332	[-2, -2, -1, -2, -1, -1, -1, -2, -2, 0]
iresponsabil	-1.9	0.3	[-2, -2, -2, -2, -2, -2, -1, -2, -2, -2]
ireversibil	-0.8	0.87178	[-2, -2, 0, -1, 0, 0, 0, -1, -2, 0]
irritabilities	-1.7	0.64031	[-2, -2, -2, -1, -1, -1, -1, -2, -3, -2]
iritabilitate	-1.4	1.28062	[-2, -1, -2, -1, 2, -2, -2, -2, -1, -3]
iritabil	-2.1	0.7	[-2, -2, -3, -1, -2, -1, -3, -2, -3, -2]
irritableness	-1.7	0.64031	[-2, -2, -2, -1, -2, -1, -1, -3, -1, -2]
nervos	-1.8	0.6	[-2, -2, -1, -1, -3, -2, -1, -2, -2, -2]
iritant	-2.3	0.78102	[-3, -3, -3, -3, -3, -1, -2, -2, -2, -1]
iritanti	-2.1	0.83066	[-2, -3, -1, -4, -2, -1, -2, -2, -2, -2]
irita	-1.8	0.6	[-3, -2, -2, -2, -1, -2, -1, -2, -1, -2]
suparat	-2.0	0.63246	[-1, -2, -2, -2, -3, -2, -2, -3, -1, -2]
irita	-1.7	0.78102	[-1, -2, -1, -1, -3, -2, -2, -3, -1, -1]
enervant	-2.0	0.63246	[-2, -2, -2, -1, -1, -3, -2, -2, -3, -2]
enervant	-2.0	0.44721	[-2, -2, -2, -3, -1, -2, -2, -2, -2, -2]
iritatie	-2.3	0.78102	[-3, -2, -2, -2, -1, -3, -3, -1, -3, -3]
iritatii	-1.5	0.67082	[-2, -2, -1, -1, -1, -1, -1, -2, -3, -1]
iritative	-2.0	0.63246	[-3, -2, -3, -2, -1, -2, -2, -2, -1, -2]
izolabil	0.2	1.249	[1, 0, -2, 0, -1, -1, 2, 0, 2, 1]
izola	-0.8	0.74833	[-1, -1, -1, 0, 0, 0, 0, -2, -1, -2]
izolat	-1.3	0.64031	[-1, -1, -1, -1, -1, -1, -2, -1, -3, -1]
izolate	-1.3	0.64031	[-1, -1, -1, -1, -2, -1, -3, -1, -1, -1]
izolare	-1.7	0.78102	[-1, -3, -1, -2, -2, -1, -3, -1, -2, -1]
izolationism	0.4	1.62481	[2, 0, -1, -2, -1, 3, 0, 2, -1, 2]
izolationist	0.7	1.55242	[2, 0, 0, -1, -1, 3, 0, 2, -1, 3]
izolari	-0.5	1.11803	[-1, -2, -2, -1, 1, 1, -1, 0, 1, -1]
izolator	-0.4	0.66332	[0, 0, -1, 0, -1, 0, -2, 0, 0, 0]
izolatoare	-0.4	1.42829	[-2, -1, -1, -2, 2, 2, -1, 1, -1, -1]
raios	-1.1	0.53852	[-1, -1, -1, -1, -2, 0, -1, -1, -2, -1]
magar	-1.8	1.07703	[-1, 0, -3, -2, -2, -3, 0, -2, -2, -3]
dobitocii	-2.8	0.9798	[-2, -2, -4, -3, -4, -4, -3, -1, -2, -3]
ros	-1.6	0.66332	[-1, -1, -1, -2, -2, -1, -2, -2, -1, -3]
inchis	-2.2	0.87178	[-4, -3, -2, -2, -1, -2, -2, -3, -1, -2]
stilat	1.2	0.6	[2, 1, 0, 2, 1, 1, 1, 2, 1, 1]
gelos	-2.0	0.63246	[-2, -2, -3, -2, -3, -2, -1, -1, -2, -2]
geloziile	-2.0	0.63246	[-2, -3, -2, -1, -2, -3, -2, -1, -2, -2]
strasnicie	-2.0	0.89443	[-1, -3, -1, -4, -2, -2, -1, -2, -2, -2]
jealousness	-1.7	0.45826	[-1, -2, -2, -2, -2, -1, -1, -2, -2, -2]
gelozie	-1.3	1.73494	[-2, -3, -2, -2, -2, 2, -3, -1, 2, -2]
primejdie	-2.1	0.9434	[-3, -3, -3, -1, -1, -3, -2, -1, -1, -3]
smucitura	-1.4	0.8	[-1, -1, -1, -2, -3, 0, -2, -1, -1, -2]
tresari	-0.8	0.74833	[0, -1, -1, 0, -2, -1, 0, -1, 0, -2]
labagii	-1.1	1.51327	[-2, -2, -1, -2, -1, 0, -2, 3, -2, -2]
bijuterie	1.5	1.20416	[1, 3, 2, 0, 2, 1, 3, 0, 3, 0]
bijuterii	2.0	1.34164	[3, 1, 0, 0, 4, 3, 3, 2, 3, 1]
umoristic	1.2	1.249	[0, 1, 2, -2, 1, 2, 2, 2, 2, 2]
a adera	1.2	0.74833	[2, 2, 1, 2, 1, 0, 1, 2, 0, 1]
gluma	1.2	0.74833	[1, 1, 1, 1, 1, 1, 0, 2, 1, 3]
glumit	1.3	0.64031	[1, 1, 2, 2, 0, 2, 1, 1, 2, 1]
mucalit	0.5	0.92195	[1, 1, -1, 1, 2, -1, 1, 1, 0, 0]
glume	1.0	0.7746	[1, 1, -1, 1, 1, 2, 1, 1, 2, 1]
jokester	1.5	0.67082	[2, 2, 2, 2, 1, 1, 0, 1, 2, 2]
jokesters	0.9	0.83066	[0, 0, 2, 1, 1, 2, 2, 0, 1, 0]
glumeato	1.1	0.3	[1, 1, 2, 1, 1, 1, 1, 1, 1, 1]
glumind	0.9	0.53852	[1, 2, 1, 1, 1, 0, 1, 1, 0, 1]
jollied	2.4	0.66332	[3, 3, 2, 2, 3, 3, 2, 2, 1, 3]
jollier	2.4	0.4899	[2, 2, 3, 3, 2, 2, 2, 3, 2, 3]
jollies	2.0	0.63246	[1, 2, 3, 2, 2, 2, 1, 2, 2, 3]
jolliest	2.9	0.7	[3, 3, 2, 4, 3, 2, 3, 4, 2, 3]
voiosie	2.2	0.74833	[2, 3, 3, 1, 2, 1, 3, 2, 3, 2]
jollifications	2.0	0.7746	[2, 3, 2, 2, 2, 2, 3, 2, 0, 2]
jollify	2.1	0.53852	[2, 3, 2, 2, 2, 2, 2, 3, 1, 2]
jollily	2.7	0.64031	[3, 3, 3, 3, 3, 3, 3, 1, 3, 2]
jolliness	2.5	0.67082	[3, 1, 2, 3, 2, 3, 3, 3, 2, 3]
jollities	1.7	0.64031	[2, 1, 2, 2, 1, 2, 2, 3, 1, 1]
voiosie	1.8	1.6	[3, 2, 1, 1, 4, 3, 1, 2, 3, -2]
vesel	2.3	1.00499	[4, 3, 3, 1, 1, 1, 3, 2, 3, 2]
jollying	2.3	0.64031	[2, 3, 3, 1, 3, 3, 2, 2, 2, 2]
jovial	1.9	0.53852	[2, 2, 1, 2, 1, 2, 3, 2, 2, 2]
bucurie	2.8	0.74833	[3, 2, 3, 4, 3, 3, 3, 1, 3, 3]
joyance	2.3	0.9	[1, 3, 4, 2, 2, 1, 2, 3, 2, 3]
joyed	2.9	0.3	[3, 3, 3, 3, 3, 3, 3, 2, 3, 3]
vesel	2.9	0.53852	[3, 2, 3, 3, 2, 3, 4, 3, 3, 3]
joyfuller	2.4	0.66332	[2, 4, 3, 2, 2, 2, 3, 2, 2, 2]
vesel	2.5	0.67082	[2, 2, 3, 3, 2, 2, 3, 4, 2, 2]
veselia	2.7	1.00499	[4, 3, 1, 3, 3, 3, 4, 2, 1, 3]
bucurandu-ma	2.5	0.67082	[2, 2, 1, 3, 3, 3, 3, 3, 3, 2]
lipsit de bucurie	-2.5	0.67082	[-1, -2, -3, -3, -3, -3, -2, -2, -3, -3]
joylessly	-1.7	1.1	[-2, -2, -3, -3, -2, -1, 1, -2, -1, -2]
joylessness	-2.7	0.9	[-4, -3, -3, -3, -3, -3, -3, -1, -1, -3]
vesel	3.1	0.7	[3, 4, 3, 2, 4, 3, 3, 4, 2, 3]
voios	2.9	0.7	[2, 3, 4, 3, 4, 2, 2, 3, 3, 3]
veselie	2.8	0.74833	[3, 3, 1, 3, 3, 3, 4, 2, 3, 3]
joypop	-0.2	1.93907	[-3, 1, 2, 2, -3, -1, -2, -1, 1, 2]
joypoppers	-0.1	1.22066	[2, -1, 1, -1, -1, 1, 1, 0, -2, -1]
joyridden	0.6	1.8	[-2, -1, 4, 0, 0, 2, 1, -1, 0, 3]
Joyride	1.1	1.22066	[-1, 1, 2, 0, 2, 0, 2, 2, 3, 0]
joyrider	0.7	1.26886	[2, -2, 1, 2, 0, 2, -1, 1, 1, 1]
joyriders	1.3	1.18743	[1, 0, 0, 1, 4, 3, 1, 1, 1, 1]
joyrides	0.8	1.32665	[2, -2, 1, 2, 0, 2, -1, 1, 2, 1]
CALATORIE DE PLACERE	0.9	1.04403	[1, -1, 1, 1, 0, 2, 0, 1, 3, 1]
joyrode	1.0	1.48324	[4, 0, -2, 0, 2, 1, 2, 1, 1, 1]
bucuriile	2.2	0.4	[2, 2, 2, 2, 2, 3, 2, 3, 2, 2]
joystick	0.7	0.78102	[1, 0, 2, 2, 0, 0, 1, 1, 0, 0]
joystickuri	0.2	0.4	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]
triumfator	3.0	0.63246	[3, 3, 4, 3, 3, 2, 3, 4, 2, 3]
suparator	-1.0	0.63246	[0, 0, -2, -1, -1, -1, -1, -1, -2, -1]
justitie	2.4	1.0198	[3, 2, 1, 2, 3, 2, 4, 4, 2, 1]
justificabil	1.0	0.7746	[0, 1, 0, 1, 1, 1, 0, 2, 2, 2]
justificate	1.7	0.64031	[1, 2, 2, 3, 1, 1, 1, 2, 2, 2]
pasionat	1.5	0.67082	[1, 1, 3, 1, 2, 1, 1, 2, 2, 1]
keened	0.3	1.00499	[-2, 0, 1, 0, 1, 1, 0, 2, 0, 0]
Keener	0.5	1.20416	[-1, -1, 0, -1, 2, 1, 2, 2, 1, 0]
keeners	0.6	0.4899	[1, 0, 0, 1, 1, 0, 1, 1, 0, 1]
cea mai mare acuitate	1.9	0.83066	[3, 3, 1, 1, 3, 2, 2, 1, 2, 1]
keening	-0.7	1.41774	[0, -3, -1, -1, -3, 1, -1, 1, 1, -1]
ascutit	1.0	0.7746	[2, 1, 1, 0, 1, 0, 2, 1, 2, 0]
ascutime	1.4	0.4899	[1, 1, 2, 2, 1, 1, 1, 2, 2, 1]
keens	0.1	1.22066	[1, -3, 0, 0, 0, 2, 1, 0, 0, 0]
kewl	1.3	0.45826	[2, 1, 1, 1, 2, 1, 2, 1, 1, 1]
Glumesti	0.4	0.8	[0, 1, 0, -1, 1, 1, 1, 1, -1, 1]
ucide	-3.7	0.45826	[-4, -4, -4, -4, -3, -4, -4, -4, -3, -3]
Killdeer	-1.1	1.04403	[-3, 0, 0, -1, -2, 0, -1, -2, -2, 0]
killdeers	-0.1	0.3	[0, 0, 0, 0, 0, 0, 0, 0, 0, -1]
killdees	-0.6	0.66332	[-2, 0, 0, 0, -1, 0, -1, -1, -1, 0]
ucis	-3.5	0.67082	[-3, -3, -2, -4, -4, -4, -3, -4, -4, -4]
ucigas	-3.3	0.64031	[-4, -4, -3, -3, -4, -4, -3, -3, -2, -3]
ucigasi	-3.3	0.45826	[-3, -3, -4, -3, -3, -3, -4, -3, -4, -3]
Killick	0.1	0.3	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
Killie	-0.1	0.3	[0, 0, 0, 0, 0, 0, 0, 0, 0, -1]
killifish	-0.1	0.7	[0, 0, 0, 0, -2, 0, 0, 0, 1, 0]
killifishes	-0.1	0.3	[0, -1, 0, 0, 0, 0, 0, 0, 0, 0]
ucidere	-3.4	1.2	[-4, 0, -4, -4, -4, -3, -4, -3, -4, -4]
Killingly	-2.6	1.0198	[-3, -2, -4, -2, -1, -3, -4, -3, -3, -1]
ucideri	-3.5	0.67082	[-4, -3, -4, -4, -2, -3, -4, -4, -3, -4]
strica veselis	-2.1	0.83066	[-1, -2, -3, -2, -1, -3, -2, -1, -3, -3]
strica toata veselia	-1.7	0.9	[-1, -3, -3, -1, -2, -1, -2, 0, -2, -2]
Killock	-0.3	0.64031	[0, 0, 0, 0, -2, 0, 0, 0, -1, 0]
killocks	-0.4	0.66332	[0, 0, 0, -2, -1, 0, -1, 0, 0, 0]
ucide	-2.5	0.92195	[-2, -3, -2, -3, -4, -1, -3, -3, -1, -3]
dragut	2.4	0.66332	[2, 2, 3, 3, 2, 3, 3, 2, 1, 3]
Kinder	2.2	0.6	[3, 3, 3, 2, 2, 2, 2, 1, 2, 2]
amabil	2.2	0.4	[2, 2, 2, 3, 2, 2, 2, 2, 2, 3]
bunatate	2.0	0.63246	[2, 1, 3, 3, 2, 1, 2, 2, 2, 2]
blandetele	2.3	0.64031	[3, 1, 3, 2, 3, 2, 3, 2, 2, 2]
pup	1.8	1.6	[4, 0, 3, 3, 2, 0, 4, 2, 0, 0]
kissable	2.0	0.89443	[2, 2, 2, 2, 4, 2, 3, 1, 1, 1]
kissably	1.9	1.04403	[1, 3, 4, 1, 2, 1, 3, 2, 1, 1]
sarutat	1.6	1.11355	[2, 4, 1, 1, 1, 2, 3, 0, 1, 1]
persoana care saruta	1.7	1.34536	[2, 4, 1, 2, -1, 2, 3, 0, 2, 2]
kissers	1.5	0.80623	[1, 1, 1, 0, 2, 2, 3, 2, 1, 2]
sarutari	2.3	0.9	[2, 4, 2, 2, 1, 2, 4, 2, 2, 2]
sarutat	2.7	0.78102	[3, 3, 4, 1, 3, 2, 2, 3, 3, 3]
kissy	1.8	0.6	[2, 2, 2, 3, 1, 1, 2, 2, 1, 2]
Kudos	2.3	0.64031	[2, 4, 2, 3, 2, 2, 2, 2, 2, 2]
lipsa	-1.3	0.45826	[-1, -1, -1, -1, -2, -1, -2, -1, -1, -2]
apatic	-1.6	0.66332	[-1, -1, -2, -1, -2, -2, -3, -1, -2, -1]
intarziere	-1.4	0.66332	[-1, -1, -1, -1, -1, -3, -1, -2, -2, -1]
ramas	-1.2	0.6	[-2, -2, -1, -2, -1, -1, 0, -1, -1, -1]
ramane in urma	-1.1	0.83066	[-2, -2, -2, -1, 0, 0, -1, 0, -1, -2]
lag-uri	-1.5	0.67082	[-2, -1, -1, -2, -1, -3, -1, -2, -1, -1]
relaxat	0.5	1.28452	[1, -1, 1, -2, -1, 1, 2, 1, 1, 2]
schiop	-1.8	0.74833	[-1, -3, -1, -2, -2, -1, -2, -3, -1, -2]
lamebrain	-1.6	0.91652	[-3, -2, -1, 0, -3, -1, -1, -2, -2, -1]
lamebrained	-2.5	0.67082	[-3, -3, -2, -2, -2, -2, -4, -3, -2, -2]
lamebrains	-1.2	1.46969	[-2, -1, -3, -1, 2, -2, 1, -2, -2, -2]
lamedh	0.1	0.53852	[0, 0, 0, 0, 0, 1, 1, -1, 0, 0]
lamela	-0.1	0.3	[0, -1, 0, 0, 0, 0, 0, 0, 0, 0]
lamelelor	-0.1	0.3	[0, 0, 0, 0, 0, 0, -1, 0, 0, 0]
lamele	0.1	0.53852	[0, 0, 0, 0, 0, 1, 0, 1, 0, -1]
lamelibranhiate	0.2	0.4	[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]
lamellibranchs	-0.1	0.3	[0, 0, -1, 0, 0, 0, 0, 0, 0, 0]
schiopatand	-2.0	0.89443	[-2, -3, 0, -1, -2, -3, -2, -3, -2, -2]
schiopatat	-0.8	1.07703	[-2, -2, -1, -1, -1, 0, 2, -1, -1, -1]
plange	-2.0	1.26491	[-3, -3, 1, -1, -2, -2, -1, -3, -3, -3]
lamentabil	-1.5	1.0247	[-2, 0, -2, -1, 0, -2, -3, -1, -1, -3]
lamentableness	-1.3	0.64031	[-2, -1, -1, 0, -2, -1, -1, -1, -2, -2]
lamentabil	-1.5	0.80623	[-2, 0, -3, -1, -1, -2, -2, -1, -1, -2]
lamentatie	-1.4	1.49666	[-3, -2, 0, -3, -1, -1, 2, -2, -1, -3]
lamentatiile	-1.9	1.44568	[-2, -2, -2, -3, 2, -1, -3, -3, -2, -3]
plans	-1.4	0.91652	[-1, 0, -1, -2, -2, -1, -2, -3, -2, 0]
bocitoare	-1.2	0.87178	[-1, 0, -1, -1, -1, -1, -2, -3, -2, 0]
lamenters	-0.5	0.67082	[-1, 0, 0, -1, -1, 0, 0, 0, -2, 0]
jalnic	-2.0	1.09545	[0, -2, -1, -4, -1, -3, -2, -2, -3, -2]
se plange	-1.5	0.80623	[-1, -3, 0, -1, -2, -1, -2, -2, -2, -1]
Lamer	-1.4	0.4899	[-2, -1, -1, -2, -1, -1, -1, -2, -2, -1]
lames	-1.2	0.6	[-2, -1, -1, -2, 0, -1, -1, -2, -1, -1]
lamest	-1.5	1.28452	[-3, -2, -1, -4, 1, -1, -1, -1, -1, -2]
Reper	0.3	0.64031	[2, 0, 0, 0, 0, 0, 0, 0, 1, 0]
a rade	2.6	0.66332	[3, 2, 3, 1, 3, 3, 3, 3, 2, 3]
ridicol	0.2	1.72047	[-2, -1, 3, -1, 2, 2, -1, -1, -1, 2]
